population_size,generations,crossover_rate,mutation_rate,use_2opt,run_number,best_distance_km,best_fitness,travel_time_minutes,is_feasible,execution_time_seconds,initial_distance_km,final_distance_km,improvement_km,improvement_percentage,convergence_generation
100,80,0.9,0.2,True,3,21.6821,0.045958,26.88,False,1.48,73.1178,20.7588,52.359,71.61,6
100,80,0.9,0.2,False,1,20.1202,0.0497,22.31,False,0.39,58.3952,19.1206,39.2746,67.26,8
100,80,0.9,0.2,False,2,20.2863,0.049289,24.16,False,0.18,70.382,19.2883,51.0936,72.59,6
100,80,0.9,0.2,False,3,21.1914,0.047105,25.16,False,0.18,75.3536,20.229,55.1246,73.15,7
100,80,0.9,0.5,True,1,19.1397,0.052247,20.99,True,0.62,94.2077,18.1397,76.0679,80.74,6
100,80,0.9,0.5,True,2,18.595,0.053778,27.78,True,0.55,71.6492,17.595,54.0542,75.44,11
100,80,0.9,0.5,True,3,21.7579,0.045783,27.44,False,0.53,79.4758,20.842,58.6338,73.78,7
100,80,0.9,0.5,False,1,22.2143,0.044742,22.84,False,0.19,65.6928,21.3505,44.3423,67.5,9
100,80,0.9,0.5,False,2,24.7727,0.039249,31.49,False,0.2,45.1285,24.4781,20.6504,45.76,7
100,80,0.9,0.5,False,3,21.2481,0.046972,23.9,False,0.2,66.3484,20.2895,46.059,69.42,11
300,20,0.6,0.01,True,1,19.1718,0.05216,20.86,True,0.45,73.1139,18.1718,54.9421,75.15,8
300,20,0.6,0.01,True,2,15.8707,0.063009,23.66,True,0.47,55.0022,14.8707,40.1315,72.96,9
300,20,0.6,0.01,True,3,15.9006,0.062891,22.96,True,0.42,67.4604,14.9006,52.5599,77.91,8
300,20,0.6,0.01,False,1,19.4579,0.051393,22.77,True,0.17,30.9656,18.4579,12.5077,40.39,12
300,20,0.6,0.01,False,2,25.0546,0.038678,30.28,False,0.18,71.1111,24.8547,46.2564,65.05,6
300,20,0.6,0.01,False,3,19.0184,0.052581,20.86,True,0.19,68.1696,18.0184,50.1513,73.57,8
300,20,0.6,0.05,True,1,15.2698,0.065489,24.12,True,0.61,53.7417,14.2698,39.4719,73.45,6
300,20,0.6,0.05,True,2,19.1546,0.052207,24.03,True,0.42,42.1883,18.1546,24.0337,56.97,6
300,20,0.6,0.05,True,3,17.9496,0.055712,24.41,True,0.42,65.635,16.9496,48.6855,74.18,10
300,20,0.6,0.05,False,1,19.6616,0.050861,23.6,True,0.16,76.0004,18.6616,57.3388,75.45,9
300,20,0.6,0.05,False,2,19.1868,0.052119,23.16,True,0.17,65.7852,18.1868,47.5983,72.35,7
300,20,0.6,0.05,False,3,15.8753,0.062991,22.49,True,0.17,59.5942,14.8753,44.7189,75.04,12
300,20,0.6,0.2,True,1,19.5805,0.051071,21.67,True,0.44,55.7308,18.5805,37.1503,66.66,6
300,20,0.6,0.2,True,2,20.8597,0.047895,23.15,False,0.46,65.1161,19.879,45.2372,69.47,7
300,20,0.6,0.2,True,3,18.4699,0.054142,23.08,True,0.45,56.1751,17.4699,38.7052,68.9,7
300,20,0.6,0.2,False,1,21.505,0.04637,25.73,False,0.17,50.4329,20.5659,29.867,59.22,7
300,20,0.6,0.2,False,2,15.7417,0.063526,21.09,True,0.17,43.062,14.7417,28.3204,65.77,10
300,20,0.6,0.2,False,3,16.1366,0.061971,24.8,True,0.17,69.5278,15.1366,54.3911,78.23,8
300,20,0.6,0.5,True,1,15.4234,0.064837,22.98,True,0.45,56.3007,14.4234,41.8773,74.38,7
300,20,0.6,0.5,True,2,18.7756,0.053261,23.74,True,0.47,54.1105,17.7756,36.3348,67.15,8
300,20,0.6,0.5,True,3,16.9001,0.059171,21.96,True,0.49,68.4165,15.9001,52.5164,76.76,12
300,20,0.6,0.5,False,1,19.7952,0.050517,22.42,True,0.17,56.7195,18.7952,37.9242,66.86,5
300,20,0.6,0.5,False,2,20.0129,0.049968,23.4,False,0.17,42.3371,19.0129,23.3243,55.09,8
300,20,0.6,0.5,False,3,19.7355,0.05067,22.93,True,0.18,70.7733,18.7355,52.0378,73.53,11
300,20,0.7,0.01,True,1,15.2565,0.065546,24.85,True,0.41,56.1537,14.2565,41.8972,74.61,8
300,20,0.7,0.01,True,2,17.3451,0.057653,22.4,True,0.41,66.0008,16.3451,49.6557,75.24,8
300,20,0.7,0.01,True,3,15.2565,0.065546,24.85,True,0.39,53.3823,14.2565,39.1258,73.29,6
300,20,0.7,0.01,False,1,20.1614,0.049598,23.89,False,0.14,54.7809,19.162,35.6189,65.02,6
300,20,0.7,0.01,False,2,18.5833,0.053812,21.66,True,0.14,53.5796,17.5833,35.9963,67.18,7
300,20,0.7,0.01,False,3,20.5491,0.048646,20.95,False,0.15,45.1176,19.5568,25.5608,56.65,11
300,20,0.7,0.05,True,1,16.2023,0.06172,21.05,True,0.37,39.293,15.2023,24.0907,61.31,7
300,20,0.7,0.05,True,2,18.016,0.055506,20.45,True,0.37,41.2365,17.016,24.2205,58.74,8
300,20,0.7,0.05,True,3,19.1697,0.052166,24.02,True,0.37,64.5277,18.1697,46.358,71.84,7
300,20,0.7,0.05,False,1,19.7545,0.050621,21.36,True,0.14,63.6415,18.7545,44.8869,70.53,11
300,20,0.7,0.05,False,2,21.2521,0.046962,23.73,False,0.14,69.9622,20.2937,49.6685,70.99,9
300,20,0.7,0.05,False,3,22.1915,0.044793,28.44,False,0.15,48.375,21.3248,27.0503,55.92,11
300,20,0.7,0.2,True,1,18.8559,0.053034,23.14,True,0.39,67.514,17.8559,49.6581,73.55,8
300,20,0.7,0.2,True,2,17.1896,0.058175,26.01,True,0.39,72.0931,16.1896,55.9035,77.54,7
300,20,0.7,0.2,True,3,18.8293,0.053109,24.93,True,0.47,45.9297,17.8293,28.1004,61.18,4
300,20,0.7,0.2,False,1,15.2565,0.065546,24.85,True,0.17,44.2938,14.2565,30.0373,67.81,11
300,20,0.7,0.2,False,2,18.7374,0.053369,29.5,True,0.17,47.3958,17.7374,29.6584,62.58,10
300,20,0.7,0.2,False,3,20.2326,0.049422,25.2,False,0.17,80.9631,19.234,61.7291,76.24,9
300,20,0.7,0.5,True,1,18.4832,0.054103,22.35,True,0.5,67.0512,17.4832,49.568,73.93,8
300,20,0.7,0.5,True,2,19.6744,0.050827,25.9,True,0.48,41.4543,18.6744,22.7798,54.95,8
300,20,0.7,0.5,True,3,15.4234,0.064837,22.98,True,0.47,45.4647,14.4234,31.0413,68.28,8
300,20,0.7,0.5,False,1,16.7674,0.05964,23.64,True,0.17,42.2637,15.7674,26.4964,62.69,9
300,20,0.7,0.5,False,2,20.3763,0.049068,23.57,False,0.17,50.0713,19.3799,30.6914,61.3,11
300,20,0.7,0.5,False,3,17.3822,0.05753,21.07,True,0.17,71.9064,16.3822,55.5242,77.22,9
300,20,0.8,0.01,True,1,16.2184,0.061659,23.68,True,0.4,37.8727,15.2184,22.6543,59.82,8
300,20,0.8,0.01,True,2,18.0212,0.05549,23.3,True,0.37,53.9074,17.0212,36.8861,68.43,9
300,20,0.8,0.01,True,3,18.2981,0.054651,24.93,True,0.36,49.5974,17.2981,32.2993,65.12,6
300,20,0.8,0.01,False,1,20.8368,0.04795,23.62,False,0.14,40.6593,19.8551,20.8043,51.17,9
300,20,0.8,0.01,False,2,19.1115,0.052324,20.94,True,0.15,69.4888,18.1115,51.3772,73.94,9
300,20,0.8,0.01,False,3,21.8977,0.045462,29.09,False,0.15,72.2201,20.9963,51.2239,70.93,11
300,20,0.8,0.05,True,1,18.4688,0.054145,21.47,True,0.37,79.4547,17.4688,61.986,78.01,8
300,20,0.8,0.05,True,2,19.9405,0.050149,20.74,True,0.36,59.7213,18.9405,40.7807,68.29,5
300,20,0.8,0.05,True,3,19.6057,0.051005,23.01,True,0.37,60.5224,18.6057,41.9167,69.26,8
300,20,0.8,0.05,False,1,16.8915,0.059202,24.03,True,0.15,49.1287,15.8915,33.2373,67.65,9
300,20,0.8,0.05,False,2,19.3149,0.051774,26.01,True,0.15,57.1772,18.3149,38.8623,67.97,6
300,20,0.8,0.05,False,3,21.9137,0.045426,23.92,False,0.15,37.5134,21.0141,16.4993,43.98,7
300,20,0.8,0.2,True,1,15.4234,0.064837,22.98,True,0.44,62.335,14.4234,47.9116,76.86,8
300,20,0.8,0.2,True,2,19.2118,0.052051,23.5,True,0.44,58.1992,18.2118,39.9875,68.71,7
300,20,0.8,0.2,True,3,15.8873,0.062944,23.69,True,0.45,56.0616,14.8873,41.1744,73.44,7
300,20,0.8,0.2,False,1,18.439,0.054233,21.22,True,0.17,53.1994,17.439,35.7604,67.22,8
300,20,0.8,0.2,False,2,19.6104,0.050993,24.67,True,0.17,58.0159,18.6104,39.4055,67.92,10
300,20,0.8,0.2,False,3,19.4755,0.051347,21.36,True,0.17,82.9078,18.4755,64.4323,77.72,12
300,20,0.8,0.5,True,1,16.9648,0.058945,27.59,True,0.49,55.9366,15.9648,39.9718,71.46,7
300,20,0.8,0.5,True,2,19.0234,0.052567,24.06,True,0.47,35.2173,18.0234,17.194,48.82,7
300,20,0.8,0.5,True,3,16.8441,0.059368,24.96,True,0.47,32.0251,15.8441,16.1811,50.53,6
300,20,0.8,0.5,False,1,18.2153,0.054899,19.55,True,0.15,51.0977,17.2153,33.8824,66.31,11
300,20,0.8,0.5,False,2,18.6491,0.053622,22.38,True,0.15,59.8975,17.6491,42.2484,70.53,10
300,20,0.8,0.5,False,3,19.1142,0.052317,19.75,True,0.15,72.652,18.1142,54.5378,75.07,9
300,20,0.9,0.01,True,1,20.0297,0.049926,25.07,False,0.37,53.6957,19.0297,34.666,64.56,9
300,20,0.9,0.01,True,2,19.4195,0.051495,23.48,True,0.38,45.6654,18.4195,27.246,59.66,7
300,20,0.9,0.01,True,3,15.6674,0.063827,25.65,True,0.36,33.5144,14.6674,18.847,56.24,6
300,20,0.9,0.01,False,1,19.7743,0.050571,22.32,True,0.15,54.8661,18.7743,36.0917,65.78,7
300,20,0.9,0.01,False,2,17.3555,0.057619,23.86,True,0.15,55.5726,16.3555,39.2171,70.57,9
300,20,0.9,0.01,False,3,17.3441,0.057657,22.37,True,0.15,72.5761,16.3441,56.2321,77.48,8
300,20,0.9,0.05,True,1,16.2631,0.061489,22.54,True,0.37,36.2083,15.2631,20.9452,57.85,7
300,20,0.9,0.05,True,2,19.2986,0.051817,24.07,True,0.37,53.6415,18.2986,35.3429,65.89,8
300,20,0.9,0.05,True,3,17.1454,0.058325,24.54,True,0.42,33.5766,16.1454,17.4312,51.91,7
300,20,0.9,0.05,False,1,16.3453,0.06118,21.2,True,0.17,50.1034,15.3453,34.7581,69.37,12
300,20,0.9,0.05,False,2,16.7508,0.059699,23.61,True,0.17,79.7511,15.7508,64.0004,80.25,11
300,20,0.9,0.05,False,3,17.9517,0.055705,21.44,True,0.17,38.5896,16.9517,21.6379,56.07,9
300,20,0.9,0.2,True,1,15.8873,0.062944,23.69,True,0.48,47.3691,14.8873,32.4819,68.57,6
300,20,0.9,0.2,True,2,19.5406,0.051175,22.62,True,0.45,66.6742,18.5406,48.1336,72.19,6
300,20,0.9,0.2,True,3,14.8723,0.067239,24.18,True,0.46,54.5388,13.8723,40.6665,74.56,8
300,20,0.9,0.2,False,1,16.1366,0.061971,24.8,True,0.17,69.1897,15.1366,54.053,78.12,9
300,20,0.9,0.2,False,2,16.5864,0.06029,22.67,True,0.17,71.8847,15.5864,56.2984,78.32,9
300,20,0.9,0.2,False,3,15.6674,0.063827,25.65,True,0.18,72.955,14.6674,58.2876,79.9,8
300,20,0.9,0.5,True,1,19.4755,0.051347,21.36,True,0.49,50.3931,18.4755,31.9177,63.34,8
300,20,0.9,0.5,True,2,16.2189,0.061656,21.07,True,0.44,68.1828,15.2189,52.9639,77.68,8
300,20,0.9,0.5,True,3,17.8778,0.055935,18.82,True,0.44,50.2967,16.8778,33.4189,66.44,9
300,20,0.9,0.5,False,1,19.8562,0.050362,25.88,True,0.15,42.3119,18.8562,23.4557,55.44,7
300,20,0.9,0.5,False,2,17.9517,0.055705,21.44,True,0.15,53.7219,16.9517,36.7703,68.45,9
300,20,0.9,0.5,False,3,19.2371,0.051983,22.21,True,0.15,39.5478,18.2371,21.3107,53.89,8
300,40,0.6,0.01,True,1,18.2041,0.054933,23.79,True,0.73,58.7805,17.2041,41.5764,70.73,7
300,40,0.6,0.01,True,2,18.547,0.053917,20.35,True,0.68,59.1068,17.547,41.5598,70.31,7
300,40,0.6,0.01,True,3,20.0751,0.049813,24.74,False,0.76,35.032,19.0753,15.9568,45.55,8
300,40,0.6,0.01,False,1,20.7404,0.048182,24.4,False,0.3,41.3229,19.7546,21.5683,52.19,8
300,40,0.6,0.01,False,2,20.1115,0.049722,23.68,False,0.3,92.6043,19.1118,73.4925,79.36,11
300,40,0.6,0.01,False,3,18.9575,0.052749,21.97,True,0.3,81.862,17.9575,63.9045,78.06,15
300,40,0.6,0.05,True,1,17.0247,0.058738,25.58,True,0.78,51.4161,16.0247,35.3914,68.83,6
300,40,0.6,0.05,True,2,16.3208,0.061271,29.07,True,0.77,53.1678,15.3208,37.8469,71.18,6
300,40,0.6,0.05,True,3,19.1164,0.052311,27.82,True,0.68,58.1608,18.1164,40.0444,68.85,7
300,40,0.6,0.05,False,1,21.9496,0.045343,24.98,False,0.26,70.9806,21.0539,49.9267,70.34,9
300,40,0.6,0.05,False,2,19.3769,0.051608,21.38,True,0.25,73.5107,18.3769,55.1338,75.0,7
300,40,0.6,0.05,False,3,20.1421,0.049646,31.74,False,0.26,55.3576,19.1426,36.215,65.42,3
300,40,0.6,0.2,True,1,19.6004,0.051019,24.91,True,0.76,53.6855,18.6004,35.0851,65.35,6
300,40,0.6,0.2,True,2,19.4479,0.051419,28.5,True,0.75,68.7801,18.4479,50.3322,73.18,10
300,40,0.6,0.2,True,3,21.1502,0.047203,26.27,False,0.85,71.2895,20.1852,51.1043,71.69,8
300,40,0.6,0.2,False,1,20.5286,0.048696,21.95,False,0.3,47.1115,19.5358,27.5758,58.53,11
300,40,0.6,0.2,False,2,21.6721,0.045982,25.76,False,0.3,68.9038,20.7478,48.1559,69.89,8
300,40,0.6,0.2,False,3,19.0367,0.05253,23.34,True,0.3,53.5982,18.0367,35.5615,66.35,9
300,40,0.6,0.5,True,1,16.2573,0.061511,23.76,True,0.92,59.8147,15.2573,44.5573,74.49,8
300,40,0.6,0.5,True,2,17.965,0.055664,20.71,True,0.82,61.1992,16.965,44.2342,72.28,9
300,40,0.6,0.5,True,3,19.1699,0.052165,21.4,True,0.76,70.0481,18.1699,51.8782,74.06,8
300,40,0.6,0.5,False,1,15.2565,0.065546,24.85,True,0.27,60.1316,14.2565,45.8751,76.29,9
300,40,0.6,0.5,False,2,16.9648,0.058945,27.59,True,0.27,68.2508,15.9648,52.286,76.61,11
300,40,0.6,0.5,False,3,17.8706,0.055958,28.82,True,0.27,44.4134,16.8706,27.5428,62.01,7
300,40,0.7,0.01,True,1,18.0658,0.055353,19.42,True,0.68,76.928,17.0658,59.8622,77.82,9
300,40,0.7,0.01,True,2,19.8756,0.050313,26.04,True,0.73,73.0477,18.8756,54.1721,74.16,9
300,40,0.7,0.01,True,3,15.7417,0.063526,21.09,True,0.78,54.5233,14.7417,39.7816,72.96,7
300,40,0.7,0.01,False,1,18.0137,0.055513,22.13,True,0.31,34.6214,17.0137,17.6077,50.86,9
300,40,0.7,0.01,False,2,18.1333,0.055147,23.51,True,0.3,86.2171,17.1333,69.0838,80.13,9
300,40,0.7,0.01,False,3,22.367,0.044398,27.46,False,0.3,48.8766,21.5236,27.353,55.96,8
300,40,0.7,0.05,True,1,19.7486,0.050636,24.66,True,0.81,52.7969,18.7486,34.0483,64.49,7
300,40,0.7,0.05,True,2,16.2051,0.061709,24.41,True,0.73,66.2287,15.2051,51.0237,77.04,11
300,40,0.7,0.05,True,3,18.5323,0.05396,21.92,True,0.82,38.234,17.5323,20.7017,54.14,3
300,40,0.7,0.05,False,1,18.6294,0.053679,20.72,True,0.26,40.7775,17.6294,23.1481,56.77,9
300,40,0.7,0.05,False,2,19.4447,0.051428,22.28,True,0.26,77.8035,18.4447,59.3588,76.29,6
300,40,0.7,0.05,False,3,17.802,0.056173,27.03,True,0.31,45.7838,16.802,28.9817,63.3,9
300,40,0.7,0.2,True,1,15.4234,0.064837,22.98,True,0.88,59.0765,14.4234,44.6531,75.59,7
300,40,0.7,0.2,True,2,15.8873,0.062944,23.69,True,0.84,41.6167,14.8873,26.7294,64.23,8
300,40,0.7,0.2,True,3,19.3212,0.051757,22.0,True,0.83,76.8225,18.3212,58.5014,76.15,9
300,40,0.7,0.2,False,1,19.5748,0.051086,19.7,True,0.3,50.8073,18.5748,32.2325,63.44,8
300,40,0.7,0.2,False,2,18.6003,0.053763,29.5,True,0.3,54.2005,17.6003,36.6002,67.53,11
300,40,0.7,0.2,False,3,18.8748,0.052981,22.47,True,0.3,61.2575,17.8748,43.3827,70.82,12
300,40,0.7,0.5,True,1,17.9395,0.055743,20.56,True,0.96,50.3978,16.9395,33.4583,66.39,7
300,40,0.7,0.5,True,2,17.9494,0.055712,23.12,True,0.93,74.0163,16.9494,57.067,77.1,7
300,40,0.7,0.5,True,3,17.3216,0.057731,27.98,True,0.91,53.4153,16.3216,37.0936,69.44,10
300,40,0.7,0.5,False,1,15.2565,0.065546,24.85,True,0.31,56.3106,14.2565,42.0541,74.68,11
300,40,0.7,0.5,False,2,20.4033,0.049002,23.55,False,0.3,54.4583,19.4075,35.0508,64.36,11
300,40,0.7,0.5,False,3,18.4052,0.054333,23.87,True,0.27,46.0528,17.4052,28.6476,62.21,8
300,40,0.8,0.01,True,1,17.4368,0.05735,21.94,True,0.68,38.6064,16.4368,22.1696,57.42,5
300,40,0.8,0.01,True,2,16.2184,0.061659,23.68,True,0.71,43.7686,15.2184,28.5503,65.23,9
300,40,0.8,0.01,True,3,17.8778,0.055935,18.82,True,0.76,46.4533,16.8778,29.5755,63.67,8
300,40,0.8,0.01,False,1,21.0888,0.047348,27.75,False,0.3,41.6868,20.1201,21.5668,51.74,8
300,40,0.8,0.01,False,2,18.4699,0.054142,23.08,True,0.31,62.5892,17.4699,45.1193,72.09,8
300,40,0.8,0.01,False,3,19.1267,0.052283,22.27,True,0.3,85.8274,18.1267,67.7007,78.88,7
300,40,0.8,0.05,True,1,17.6022,0.056811,20.54,True,0.8,59.2467,16.6022,42.6445,71.98,10
300,40,0.8,0.05,True,2,15.2698,0.065489,24.12,True,0.79,81.4942,14.2698,67.2244,82.49,7
300,40,0.8,0.05,True,3,16.8778,0.059249,23.66,True,0.73,61.6688,15.8778,45.791,74.25,8
300,40,0.8,0.05,False,1,15.6674,0.063827,25.65,True,0.28,67.2692,14.6674,52.6017,78.2,10
300,40,0.8,0.05,False,2,17.0054,0.058805,22.29,True,0.27,57.7709,16.0054,41.7656,72.3,8
300,40,0.8,0.05,False,3,20.4645,0.048852,23.37,False,0.26,40.6389,19.4701,21.1688,52.09,8
300,40,0.8,0.2,True,1,18.3998,0.054348,24.12,True,0.82,78.4261,17.3998,61.0263,77.81,8
300,40,0.8,0.2,True,2,15.4101,0.064893,23.71,True,0.76,51.3081,14.4101,36.898,71.91,6
300,40,0.8,0.2,True,3,15.8707,0.063009,23.66,True,0.87,63.8664,14.8707,48.9957,76.72,7
300,40,0.8,0.2,False,1,19.6197,0.050969,22.01,True,0.33,84.664,18.6197,66.0442,78.01,12
300,40,0.8,0.2,False,2,21.6152,0.046113,28.18,False,0.33,67.0559,20.6857,46.3701,69.15,8
300,40,0.8,0.2,False,3,17.5022,0.057136,22.71,True,0.31,42.6857,16.5022,26.1835,61.34,8
300,40,0.8,0.5,True,1,16.8467,0.059359,23.86,True,1.01,71.7102,15.8467,55.8636,77.9,9
300,40,0.8,0.5,True,2,19.3184,0.051764,25.97,True,1.0,71.9742,18.3184,53.6558,74.55,10
300,40,0.8,0.5,True,3,15.7417,0.063526,21.09,True,0.8,34.7678,14.7417,20.0261,57.6,6
300,40,0.8,0.5,False,1,19.1192,0.052304,23.39,True,0.29,55.2767,18.1192,37.1576,67.22,10
300,40,0.8,0.5,False,2,20.3544,0.049122,24.29,False,0.32,61.8956,19.3576,42.5379,68.73,9
300,40,0.8,0.5,False,3,19.46,0.051388,23.21,True,0.32,54.058,18.46,35.5981,65.85,11
300,40,0.9,0.01,True,1,21.2257,0.047024,24.27,False,0.82,59.7604,20.2655,39.4949,66.09,9
300,40,0.9,0.01,True,2,17.9517,0.055705,21.44,True,0.74,27.4914,16.9517,10.5397,38.34,9
300,40,0.9,0.01,True,3,15.9649,0.062637,21.97,True,0.68,54.6954,14.9649,39.7304,72.64,9
300,40,0.9,0.01,False,1,19.8735,0.050318,23.4,True,0.36,55.2646,18.8735,36.3912,65.85,6
300,40,0.9,0.01,False,2,19.1976,0.05209,24.7,True,0.35,48.3677,18.1976,30.1701,62.38,11
300,40,0.9,0.01,False,3,20.4317,0.048932,22.92,False,0.31,37.5423,19.4364,18.1059,48.23,6
300,40,0.9,0.05,True,1,16.2184,0.061659,23.68,True,0.8,61.9201,15.2184,46.7018,75.42,7
300,40,0.9,0.05,True,2,18.4465,0.054211,20.95,True,0.8,56.8454,17.4465,39.3988,69.31,8
300,40,0.9,0.05,True,3,18.7724,0.05327,20.88,True,0.79,71.5948,17.7724,53.8224,75.18,7
300,40,0.9,0.05,False,1,18.2833,0.054695,18.82,True,0.3,44.0733,17.2833,26.79,60.79,10
300,40,0.9,0.05,False,2,17.9192,0.055806,24.57,True,0.3,65.3979,16.9192,48.4788,74.13,9
300,40,0.9,0.05,False,3,18.1168,0.055198,26.18,True,0.3,53.3657,17.1168,36.249,67.93,12
300,40,0.9,0.2,True,1,15.2565,0.065546,24.85,True,0.82,71.2645,14.2565,57.0079,79.99,9
300,40,0.9,0.2,True,2,18.3691,0.054439,26.69,True,0.74,49.3686,17.3691,31.9995,64.82,8
300,40,0.9,0.2,True,3,17.3206,0.057735,23.08,True,0.76,78.3608,16.3206,62.0402,79.17,7
300,40,0.9,0.2,False,1,17.8573,0.055999,29.55,True,0.28,69.6279,16.8573,52.7706,75.79,10
300,40,0.9,0.2,False,2,18.5981,0.053769,22.64,True,0.27,59.8534,17.5981,42.2554,70.6,11
300,40,0.9,0.2,False,3,18.2978,0.054652,23.34,True,0.27,44.9102,17.2978,27.6125,61.48,9
300,40,0.9,0.5,True,1,18.7724,0.05327,20.88,True,0.76,58.3392,17.7724,40.5668,69.54,8
300,40,0.9,0.5,True,2,19.6533,0.050882,22.58,True,0.96,50.8257,18.6533,32.1723,63.3,8
300,40,0.9,0.5,True,3,16.1366,0.061971,24.8,True,0.94,68.082,15.1366,52.9454,77.77,7
300,40,0.9,0.5,False,1,15.4101,0.064893,23.71,True,0.32,54.9313,14.4101,40.5212,73.77,7
300,40,0.9,0.5,False,2,15.8873,0.062944,23.69,True,0.32,58.0708,14.8873,43.1835,74.36,7
300,40,0.9,0.5,False,3,16.4915,0.060637,23.19,True,0.32,63.3297,15.4915,47.8382,75.54,11
300,80,0.6,0.01,True,1,18.7263,0.053401,23.98,True,1.47,51.4116,17.7263,33.6853,65.52,7
300,80,0.6,0.01,True,2,15.9052,0.062873,21.78,True,1.32,57.1479,14.9052,42.2427,73.92,11
300,80,0.6,0.01,True,3,19.6061,0.051004,21.39,True,1.33,60.0421,18.6061,41.436,69.01,8
300,80,0.6,0.01,False,1,14.9866,0.066726,24.05,True,0.54,42.1838,13.9866,28.1972,66.84,4
300,80,0.6,0.01,False,2,20.7188,0.048234,25.54,False,0.56,63.6239,19.7321,43.8917,68.99,9
300,80,0.6,0.01,False,3,25.494,0.037799,30.56,False,0.56,44.8727,25.4559,19.4167,43.27,6
300,80,0.6,0.05,True,1,17.5022,0.057136,22.71,True,1.53,50.6392,16.5022,34.137,67.41,8
300,80,0.6,0.05,True,2,18.8214,0.053131,21.12,True,1.53,53.1403,17.8214,35.3189,66.46,7
300,80,0.6,0.05,True,3,19.0272,0.052556,22.6,True,1.57,43.9195,18.0272,25.8923,58.95,6
300,80,0.6,0.05,False,1,20.9668,0.047639,27.59,False,0.57,63.1937,19.9913,43.2025,68.37,9
300,80,0.6,0.05,False,2,16.9086,0.059142,25.0,True,0.57,62.7565,15.9086,46.8479,74.65,11
300,80,0.6,0.05,False,3,19.2365,0.051984,27.19,True,0.56,47.5167,18.2365,29.2802,61.62,9
300,80,0.6,0.2,True,1,18.867,0.053003,22.54,True,1.63,50.3822,17.867,32.5153,64.54,6
300,80,0.6,0.2,True,2,19.7338,0.050675,23.22,True,1.63,50.5491,18.7338,31.8153,62.94,8
300,80,0.6,0.2,True,3,15.7417,0.063526,21.09,True,1.57,39.6529,14.7417,24.9112,62.82,6
300,80,0.6,0.2,False,1,18.94,0.052798,25.77,True,0.57,49.8987,17.94,31.9587,64.05,7
300,80,0.6,0.2,False,2,19.1135,0.052319,21.44,True,0.52,38.7696,18.1135,20.6562,53.28,10
300,80,0.6,0.2,False,3,19.0916,0.052379,27.68,True,0.53,48.3057,18.0916,30.2141,62.55,9
300,80,0.6,0.5,True,1,16.3619,0.061118,21.23,True,1.72,38.4984,15.3619,23.1365,60.1,7
300,80,0.6,0.5,True,2,16.8778,0.059249,23.66,True,1.78,53.6868,15.8778,37.809,70.43,8
300,80,0.6,0.5,True,3,17.5022,0.057136,22.71,True,1.82,50.5746,16.5022,34.0723,67.37,10
300,80,0.6,0.5,False,1,18.9495,0.052772,24.58,True,0.6,73.147,17.9495,55.1976,75.46,12
300,80,0.6,0.5,False,2,19.2637,0.051911,21.62,True,0.52,56.7498,18.2637,38.4861,67.82,11
300,80,0.6,0.5,False,3,18.7987,0.053195,20.1,True,0.53,59.5387,17.7987,41.74,70.11,8
300,80,0.7,0.01,True,1,15.8873,0.062944,23.69,True,1.47,82.7192,14.8873,67.832,82.0,7
300,80,0.7,0.01,True,2,16.9781,0.058899,26.86,True,1.48,56.3241,15.9781,40.346,71.63,8
300,80,0.7,0.01,True,3,18.1165,0.055198,20.82,True,1.53,58.7003,17.1165,41.5838,70.84,8
300,80,0.7,0.01,False,1,22.6929,0.043671,28.65,False,0.58,68.1534,21.8986,46.2548,67.87,8
300,80,0.7,0.01,False,2,19.3842,0.051589,24.52,True,0.5,53.852,18.3842,35.4679,65.86,8
300,80,0.7,0.01,False,3,20.3333,0.049174,26.61,False,0.49,45.0143,19.3361,25.6782,57.04,7
300,80,0.7,0.05,True,1,17.3822,0.05753,21.08,True,1.4,40.5002,16.3822,24.118,59.55,8
300,80,0.7,0.05,True,2,14.8635,0.067279,24.0,True,1.58,50.7989,13.8635,36.9354,72.71,9
300,80,0.7,0.05,True,3,15.884,0.062957,22.93,True,1.45,35.9979,14.884,21.114,58.65,8
300,80,0.7,0.05,False,1,16.8999,0.059172,24.55,True,0.51,51.8562,15.8999,35.9563,69.34,10
300,80,0.7,0.05,False,2,21.3994,0.046616,24.0,False,0.57,74.5269,20.4518,54.0751,72.56,7
300,80,0.7,0.05,False,3,20.5631,0.048611,26.56,False,0.58,43.5294,19.5713,23.9581,55.04,9
300,80,0.7,0.2,True,1,19.8209,0.050452,22.2,True,1.54,53.3241,18.8209,34.5032,64.7,7
300,80,0.7,0.2,True,2,18.0241,0.055481,23.2,True,1.66,66.0902,17.0241,49.0661,74.24,8
300,80,0.7,0.2,True,3,20.2888,0.049283,26.37,False,1.49,66.653,19.2909,47.3621,71.06,6
300,80,0.7,0.2,False,1,18.7967,0.053201,22.14,True,0.51,46.4345,17.7967,28.6378,61.67,8
300,80,0.7,0.2,False,2,20.7716,0.048107,26.05,False,0.52,68.9797,19.787,49.1927,71.31,10
300,80,0.7,0.2,False,3,18.9445,0.052786,20.62,True,0.57,60.0355,17.9445,42.091,70.11,8
300,80,0.7,0.5,True,1,18.406,0.05433,27.06,True,1.57,46.8625,17.406,29.4565,62.86,9
